"x0_1","x0_2","z0_1","z0_2","p_12","p_21","r","rinv","time_intervention","omega_1","omega_2","R0_1","R0_2","RC_1","RC_2","As","AsA1","AsA2","S","SA1","SA2","AIGR","AIGR_area1","AIGR_area2","AIGR_year","AIGR_year_area1","AIGR_year_area2","AIG","AIG_area1","AIG_area2","AIG_year","AIG_year_area1","AIG_year_area2"
0.325823022778888,0.362985061380589,703.700611327183,783.961818958076,0.259925408494065,0.38109665391444,0.00591715976331361,169,4,0.14835592484267,0.410603406270454,1.24280976668464,1.8798209274038,1.05843157434464,1.10796005143332,24619.9092226615,11804.4441747573,12815.4650479043,23407.3190205773,11227.9799567498,12179.3390638275,0.0518038909547139,0.0513417569525411,0.0522299264962599,0.00215849545644641,0.00213923987302255,0.00217624693734416,1213,576,636,51,24,26
0.197144261019997,0.213841678306056,790.743464530759,857.716621777037,0.159973941949778,0.123137473995076,0.010989010989011,91,2,0.118967387617123,0.330111145432491,1.20258757537207,1.30902836125158,1.05951887314924,0.876903509515204,11534.9930647,5806.12751351451,5728.86555118551,10146.5199532013,5154.61635285857,4991.90360034273,0.136842298433627,0.126393724781212,0.147631446807623,0.0114035248694689,0.0105328103984344,0.0123026205673019,1388,652,737,116,54,61
0.407441037988341,0.441986069417524,901.308962822695,977.726759620583,0.368946957375901,0.133173220357578,0.00606060606060606,165,3,0.325538872626191,0.157103426316869,1.47577860090481,1.8996226288271,0.995355298920401,1.6011854051293,28591.8277400852,13417.9058351831,15173.9219049021,28164.8701184823,13200.5256092008,14964.3445092814,0.0151592256526232,0.0164675432189407,0.014005116995981,0.000842179202923514,0.000914863512163371,0.000778062055332277,427,217,210,24,12,12
0.386937812422915,0.362420936101397,1471.16980764963,1377.95460080219,0.270101028915017,0.323879413807299,0.0104166666666667,96,2.5,0.132698339269788,0.40511190549772,1.77353006843742,1.40328117190201,1.53818557371074,0.834795262403713,33237.5025381703,17638.2226595387,15599.2798786316,32261.3775471802,17112.4375256839,15148.9400214963,0.0302567672308042,0.0307253208706053,0.0297274830117664,0.00201711781538695,0.00204835472470702,0.00198183220078442,976,526,450,65,35,30
0.338336766497833,0.352635800233184,1387.56089631134,1446.20300095631,0.375262594931352,0.39622834836829,0.0112359550561798,89,1.5,0.387148146990733,0.349099572281609,1.32753578498708,1.73585325144315,0.813582765765444,1.12986762382071,15385.650282112,7478.69283960994,7906.95744250203,14384.5530947275,6998.99317440847,7385.55992031905,0.0695952930057585,0.0685383816282998,0.0705968847058592,0.00773281033397316,0.00761537573647775,0.00784409830065102,1001,480,521,111,53,58
0.231057088008301,0.219100381912396,906.836958312149,859.910101054029,0.141434824311559,0.11079886392348,0.010752688172043,93,4,0.215859327477322,0.246187249187718,1.32462176230874,1.25768927523585,1.03868979953495,0.948062212232641,25616.964082701,13295.9063228807,12321.0577598203,22807.0613601675,11866.3744611133,10940.6868990542,0.123203190369848,0.120469134566085,0.126168573646453,0.00513346626541032,0.00501954727358686,0.00525702390193555,2810,1430,1380,117,60,58
0.239993646077356,0.285034688226655,604.121936677481,717.501111742959,0.117639834503247,0.125268375366658,0.00689655172413793,145,4,0.386833121454681,0.147552024608955,1.23333483402077,1.47440556625008,0.756240070377725,1.25685403985517,20931.2939537601,8641.42955632169,12289.8643974384,19813.0197970764,8201.72088847384,11611.2989086025,0.0564413788577902,0.0536117570723217,0.0584401016782976,0.00235172411907459,0.00223382321134674,0.00243500423659573,1118,440,679,47,18,28
0.346650004978119,0.354353223038026,1037.10862145093,1060.15513449901,0.369186501647334,0.37747599247332,0.00819672131147541,122,3.5,0.204474483678222,0.32569894575004,1.44180931858751,1.63888407406227,1.14699610260688,1.10510125893366,31775.2090328837,15788.9582449536,15986.2507879301,30409.3435444354,15112.3894259072,15296.9541185282,0.0449159807232443,0.0447691493369418,0.0450610405222444,0.0021388562249164,0.00213186425414009,0.00214576383439259,1366,677,689,65,32,33
0.212755052535439,0.234162615728645,732.599945051275,806.314667367504,0.172346038843947,0.351264442312822,0.00943396226415094,106,3.5,0.252640481015062,0.365981608746888,1.17465775529888,1.44530355071841,0.877891654972098,0.916349032098897,14469.2800138228,6895.09227713833,7574.18773668446,12112.6575889044,5809.65369384625,6303.00389505815,0.194558659618772,0.186833611862582,0.201679050622668,0.00926469807708438,0.00889683866012293,0.00960376431536512,2357,1085,1271,112,52,61
0.462336458302977,0.4468657374526,1654.43928706458,1599.07837421764,0.249408870961156,0.209747453164216,0.00980392156862745,102,4,0.164421899682179,0.362984815726476,1.92586039745025,1.74821415651063,1.6092067723788,1.1136389630592,64082.6328495726,33495.394415274,30587.2384342986,62274.670667269,32536.9289535313,29737.7417137377,0.0290320633241631,0.0294577728313426,0.0285662821588251,0.00120966930517346,0.00122740720130594,0.00119026175661771,1808,958,849,75,40,35
